office-name,official-title,,homepage-url,phone,email,PRECINCT,location name,address1,directions,city,state,zip,start time,end time,start_date,end_date
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,04A,Sturgis Community Center,1401 Lazelle St,,Sturgis,SD ,57785,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,5,Sturgis Community Center,1401 Lazelle St,,Sturgis,SD ,57785,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,05A,Sturgis Community Center,1401 Lazelle St,,Sturgis,SD ,57785,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,6,Sturgis Community Center,1401 Lazelle St,,Sturgis,SD ,57785,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,06A,Alkali Hall,13921 Alkali Rd.,,Sturgis,SD ,57785,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,7,Sturgis Community Center,1401 Lazelle St,,Sturgis,SD ,57785,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,8,Sturgis Community Center,1401 Lazelle St,,Sturgis,SD ,57785,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,9,Sturgis Community Center,1401 Lazelle St,,Sturgis,SD ,57785,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,10,Summerset City Hall,12150 Siouxland Rd,,Summerset,SD ,57718,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,11,Piedmont Community Gym,16159 Second St.,,Piedmont,SD ,57769,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,12,Piedmont Community Gym,16159 Second St.,,Piedmont,SD ,57769,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,13,Piedmont Community Gym,16159 Second St.,,Piedmont,SD ,57769,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,14,Black Hawk Fire Department,6010 Peaceful Pines Rd,,Black Hawk,SD ,57718,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,15,Black Hawk Fire Department,6010 Peaceful Pines Rd,,Black Hawk,SD ,57718,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,16,Black Hawk Fire Department,6010 Peaceful Pines Rd,,Black Hawk,SD ,57718,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,17,New Underwood Community Center,"500 S. ""A"" Avenue",,New Underwood,SD ,57761,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,18,Elm Springs Fire Dept,17674 Dalzell Rd. ,,Elm Springs,SD ,57791,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,19,Black Hawk Fire Department,6010 Peaceful Pines Rd,,Black Hawk,SD ,57718,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,20,Hereford Hall,15911 Cross S Rd. ,,Hereford,SD ,57785,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,21,Box Elder Event Center,420 Villa Dr,,Box Elder,SD ,57719,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,22,Box Elder Event Center,420 Villa Dr,,Box Elder,SD ,57719,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,23,Box Elder Event Center,420 Villa Dr,,Box Elder,SD ,57719,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,24,Box Elder Event Center,420 Villa Dr,,Box Elder,SD ,57719,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,25,White Owl Community Hall,Main St. ,,White Owl,SD ,57792,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,27,Central Meade County Community Center,19617 Ball Field Rd,,Union Center ,SD ,57787,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,29,Central Meade County Community Center,19617 Ball Field Rd,,Union Center ,SD ,57787,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,30,RNA Hall,18649 Red Owl Rd. ,,Red Owl ,SD,57779,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,31,Faith Municipal,204 N. Main St.,,Faith,SD ,57626,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,33,Opal Church,17391 Opal Rd,,Opal,SD ,57758,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,35,Prairie Home Church,17010 US Hwy 212,,Faith,SD ,57626,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,40,Plainview Hall,Us  Hwy 34,,Plainview,SD,57748,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Meade County,Town Clerk,ocd-division/country:us/state:sd/county:meade,,(605) 347-2360,auditor@meadecounty.org,41,Marcus Church,18949  Old Marcus Rd.,,Marcus,SD ,57748,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Mellette County,Auditor's Office,ocd-division/country:us/state:sd/county:mellette,,(605) 259-3291,jerry.schwarting@state.sd.us,2,White River Fire Department,280 State Street,,White River,SD ,57579,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Mellette County,Auditor's Office,ocd-division/country:us/state:sd/county:mellette,,(605) 259-3291,jerry.schwarting@state.sd.us,3,Wood Community Hall,130 S Dakota St,,Wood,SD ,57585,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Mellette County,Auditor's Office,ocd-division/country:us/state:sd/county:mellette,,(605) 259-3291,jerry.schwarting@state.sd.us,5,White River Fire Department,280 State Street,,White River,SD ,57579,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Mellette County,Auditor's Office,ocd-division/country:us/state:sd/county:mellette,,(605) 259-3291,jerry.schwarting@state.sd.us,6,Norris Township Hall,US Hwy 63 ,,Norris,SD ,57560,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Miner County,Auditor's Office,ocd-division/country:us/state:sd/county:miner,,(605) 772-4671,minerauditor@minercountysd.org,6,Howard Armory,500 N Section Line St,,Howard,SD ,57349,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Miner County,Auditor's Office,ocd-division/country:us/state:sd/county:miner,,(605) 772-4671,minerauditor@minercountysd.org,7,Howard Armory,500 N Section Line St,,Howard,SD ,57349,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Miner County,Auditor's Office,ocd-division/country:us/state:sd/county:miner,,(605) 772-4671,minerauditor@minercountysd.org,8,Fedora Volunteer Fire Department,23517 422 Ave,,Fedora,SD ,57337,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Miner County,Auditor's Office,ocd-division/country:us/state:sd/county:miner,,(605) 772-4671,minerauditor@minercountysd.org,1,Howard Armory,500 N Section Line St,,Howard,SD ,57349,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Miner County,Auditor's Office,ocd-division/country:us/state:sd/county:miner,,(605) 772-4671,minerauditor@minercountysd.org,2,Howard Armory,500 N Section Line St,,Howard,SD ,57349,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Miner County,Auditor's Office,ocd-division/country:us/state:sd/county:miner,,(605) 772-4671,minerauditor@minercountysd.org,3,Howard Armory,500 N Section Line St,,Howard,SD ,57349,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Miner County,Auditor's Office,ocd-division/country:us/state:sd/county:miner,,(605) 772-4671,minerauditor@minercountysd.org,5,Fedora Volunteer Fire Department,23517 422 Ave,,Fedora,SD ,57337,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Miner County,Auditor's Office,ocd-division/country:us/state:sd/county:miner,,(605) 772-4671,minerauditor@minercountysd.org,4,Canova Service Center,200 W Main St,,Canova,SD ,57321,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,102,St. Mark's Lutheran Church,2001 South Elmwood,,Sioux Falls,SD,57105,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,103,O'Gorman High School,3201 S. Kiwanis Ave,,Sioux Falls,SD,57105,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,104,Active Generations,2300 W 46th St,,Sioux Falls,SD,57105,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,105,Active Generations,2300 W 46th St,,Sioux Falls,SD,57105,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,106,Sunnycrest United Methodist Church,4801 W 41st,,Sioux Falls,SD,57106,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,108,Kuehn Community Center,2801 Valley View Road,,Sioux Falls,SD,57106,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,109,Peace Lutheran Church,5509 W 41st St,,Sioux Falls,SD,57106,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,110,Sioux Falls First Church,6300 W 41st St,,Sioux Falls,SD,57106,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,117,R.F. Pettigrew Elementary School,7900 W 53rd,,Sioux Falls,SD,57106,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,201,V F W Post 628,3601 S Minnesota Ave,,Sioux Falls,SD,57105,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,202,Ronning Branch Library,3100 E 49th St,,Sioux Falls,SD,57103,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,203,Morningside Community Center,2400 S Bahnson Ave,,Sioux Falls,SD,57103,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,204,First Christian Reformed Church,2901 E 26th St,,Sioux Falls,SD,57103,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,206,Westminster Presbyterian,3801 E 26th St,,Sioux Falls,SD,57103,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,207,Lord of Life Lutheran Church,2600 S. Sycamore Ave,,Sioux Falls,SD,57110,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,208,Avera Prince of Peace Retirement Community,4513 S Prince of Peace Pl,,Sioux Falls,SD,57103,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,209,Gloria dei Lutheran,5500 E 57th Street,,Sioux Falls,SD,57108,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,214,John Harris Elementary,2501 E 49th St,,Sioux Falls,SD,57103,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,305,American Legion,1701 W Legion Dr,,Sioux Falls,SD,57104,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,306,American Legion,1701 W Legion Dr,,Sioux Falls,SD,57104,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,307,Oyate Community Center,2421 W 15th St,,Sioux Falls,SD,57104,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,308,Trinity Baptist Church,2400 W 18th St,,Sioux Falls,SD,57104,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,309,Girl Scouts-Dakota Horizons,1101 South Marion Road,,Sioux Falls,SD,57106,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,310,Memorial Middle School,1401 S Sertoma Ave,,Sioux Falls,SD,57106,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,311,Church at the Gate,6820 W 26th St,,Sioux Falls,SD,57106,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,312,Maricar Community Center,400 N. Valley View Road,,Sioux Falls,SD,57107,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,314,Career Technical Education,4700 W Career Circle,,Sioux Falls,SD,57107,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,315,Saint Michael's Catholic Church,1600 South Marion Road,,Sioux Falls,SD,57106,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,317,Prairie West Library,7630 W 26th St,,Sioux Falls,SD,57106,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,402,Emmanuel Baptist Church,1600 E 12th St,,Sioux Falls,SD,57103,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,403,Terry Redlin Elementary School,1721 E Austin St,,Sioux Falls,SD,57103,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,404,Wesley United Methodist Church,1700 E 6th St,,Sioux Falls,SD,57103,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,405,Fire Station #7,1100 E Benson Rd,,Sioux Falls,SD,57103,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,406,Faith Lutheran Church,601 N Cliff Ave,,Sioux Falls,SD,57103,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,407,Kenny Anderson Community Center,3901 E 3rd,,Sioux Falls,SD,57103,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,409,Grace Lutheran Church,3300 E 18th St,,Sioux Falls,SD,57103,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,410,St. Lambert's Catholic Church,1000 Bahnson Ave,,Sioux Falls,SD,57103,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,411,Wild Flower Presbyterian Church,4800 East 6th St. ,,Sioux Falls,SD,57110,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,412,Hilltop United Methodist Church,1312 S. Bahnson Ave,,Sioux Falls,SD,57013,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,501,First Lutheran Church,327 S. Dakota Ave,,Sioux Falls,SD,57104,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,502,First Lutheran Church,327 S. Dakota Ave,,Sioux Falls,SD,57104,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,503,Zion Lutheran Church,1400 S Duluth Ave,,Sioux Falls,SD,57105,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Minnehaha County,County Auditor,ocd-division/country:us/state:sd/county:minnehaha,,(605) 367-4220,blitz@minnehahacounty.org,504,Dakota Abilities,1116 S 4th Ave,,Sioux Falls,SD,57105,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
