office_name,ocd_division,description,homepage,phone,email,street,dirs,city,state,zip,start_time,end_time,start_date,end_date,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",3310 S. McCarran Blvd,,Reno,NV,89502,11:00:00 - 07:00,16:00:00 - 07:00,10/23/16,10/23/16,399,"3310 S. McCarran Blvd, Reno, NV 89502",,11:00 AM - 04:00 PM,,ho91856518,false,true,,,,poll14680673
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",3310 S. McCarran Blvd,,Reno,NV,89502,10:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,400,"3310 S. McCarran Blvd, Reno, NV 89502",,10:00 AM - 06:00 PM,,ho91856518,false,true,,,,poll14680673
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",3310 S. McCarran Blvd,,Reno,NV,89502,10:00:00 - 07:00,18:00:00 - 07:00,10/29/16,10/29/16,401,"3310 S. McCarran Blvd, Reno, NV 89502",,10:00 AM - 06:00 PM,,ho91856518,false,true,,,,poll14680673
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",3310 S. McCarran Blvd,,Reno,NV,89502,11:00:00 - 07:00,16:00:00 - 07:00,10/30/16,10/30/16,402,"3310 S. McCarran Blvd, Reno, NV 89502",,11:00 AM - 04:00 PM,,ho91856518,false,true,,,,poll14680673
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",3310 S. McCarran Blvd,,Reno,NV,89502,10:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/2/16,403,"3310 S. McCarran Blvd, Reno, NV 89502",,10:00 AM - 06:00 PM,,ho91856518,false,true,,,,poll14680673
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",3310 S. McCarran Blvd,,Reno,NV,89502,09:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/4/16,404,"3310 S. McCarran Blvd, Reno, NV 89502",,09:00 AM - 07:00 PM,,ho91856518,false,true,,,,poll14680673
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",4788 Caughlin Pkwy,,Reno,NV,89519,10:00:00 - 07:00,18:00:00 - 07:00,10/22/16,10/22/16,405,"4788 Caughlin Pkwy, Reno, NV 89519",,10:00 AM - 06:00 PM,,ho79865755,false,true,,,,poll93750034
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",4788 Caughlin Pkwy,,Reno,NV,89519,11:00:00 - 07:00,16:00:00 - 07:00,10/23/16,10/23/16,406,"4788 Caughlin Pkwy, Reno, NV 89519",,11:00 AM - 04:00 PM,,ho79865755,false,true,,,,poll93750034
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",4788 Caughlin Pkwy,,Reno,NV,89519,10:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,407,"4788 Caughlin Pkwy, Reno, NV 89519",,10:00 AM - 06:00 PM,,ho79865755,false,true,,,,poll93750034
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",4788 Caughlin Pkwy,,Reno,NV,89519,10:00:00 - 07:00,18:00:00 - 07:00,10/29/16,10/29/16,408,"4788 Caughlin Pkwy, Reno, NV 89519",,10:00 AM - 06:00 PM,,ho79865755,false,true,,,,poll93750034
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",4788 Caughlin Pkwy,,Reno,NV,89519,11:00:00 - 07:00,16:00:00 - 07:00,10/30/16,10/30/16,409,"4788 Caughlin Pkwy, Reno, NV 89519",,11:00 AM - 04:00 PM,,ho79865755,false,true,,,,poll93750034
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",4788 Caughlin Pkwy,,Reno,NV,89519,10:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/2/16,410,"4788 Caughlin Pkwy, Reno, NV 89519",,10:00 AM - 06:00 PM,,ho79865755,false,true,,,,poll93750034
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",4788 Caughlin Pkwy,,Reno,NV,89519,09:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/4/16,411,"4788 Caughlin Pkwy, Reno, NV 89519",,09:00 AM - 07:00 PM,,ho79865755,false,true,,,,poll93750034
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",370 Casazza Dr,,Reno,NV,89502,10:00:00 - 07:00,18:00:00 - 07:00,10/22/16,10/22/16,412,"370 Casazza Dr, Reno, NV 89502",,10:00 AM - 06:00 PM,,ho85709654,false,true,,,,poll47402513
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",370 Casazza Dr,,Reno,NV,89502,11:00:00 - 07:00,16:00:00 - 07:00,10/23/16,10/23/16,413,"370 Casazza Dr, Reno, NV 89502",,11:00 AM - 04:00 PM,,ho85709654,false,true,,,,poll47402513
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",370 Casazza Dr,,Reno,NV,89502,10:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,414,"370 Casazza Dr, Reno, NV 89502",,10:00 AM - 06:00 PM,,ho85709654,false,true,,,,poll47402513
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",370 Casazza Dr,,Reno,NV,89502,10:00:00 - 07:00,18:00:00 - 07:00,10/29/16,10/29/16,415,"370 Casazza Dr, Reno, NV 89502",,10:00 AM - 06:00 PM,,ho85709654,false,true,,,,poll47402513
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",370 Casazza Dr,,Reno,NV,89502,11:00:00 - 07:00,16:00:00 - 07:00,10/30/16,10/30/16,416,"370 Casazza Dr, Reno, NV 89502",,11:00 AM - 04:00 PM,,ho85709654,false,true,,,,poll47402513
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",370 Casazza Dr,,Reno,NV,89502,10:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/2/16,417,"370 Casazza Dr, Reno, NV 89502",,10:00 AM - 06:00 PM,,ho85709654,false,true,,,,poll47402513
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",370 Casazza Dr,,Reno,NV,89502,09:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/4/16,418,"370 Casazza Dr, Reno, NV 89502",,09:00 AM - 07:00 PM,,ho85709654,false,true,,,,poll47402513
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",15650A Wedge Pkwy,,Reno,NV,89511,11:00:00 - 07:00,16:00:00 - 07:00,10/23/16,10/23/16,419,"15650A Wedge Pkwy, Reno, NV 89511",,11:00 AM - 04:00 PM,,ho6843709,false,true,,,,poll46170501
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",15650A Wedge Pkwy,,Reno,NV,89511,11:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/27/16,420,"15650A Wedge Pkwy, Reno, NV 89511",,11:00 AM - 06:00 PM,,ho6843709,false,true,,,,poll46170501
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",15650A Wedge Pkwy,,Reno,NV,89511,11:00:00 - 07:00,16:00:00 - 07:00,10/29/16,10/29/16,421,"15650A Wedge Pkwy, Reno, NV 89511",,11:00 AM - 04:00 PM,,ho6843709,false,true,,,,poll46170501
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",15650A Wedge Pkwy,,Reno,NV,89511,11:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/4/16,422,"15650A Wedge Pkwy, Reno, NV 89511",,11:00 AM - 06:00 PM,,ho6843709,false,true,,,,poll46170501
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",7100 Pyramid Hwy,,Sparks,NV,89436,11:00:00 - 07:00,16:00:00 - 07:00,10/23/16,10/23/16,423,"7100 Pyramid Hwy, Sparks, NV 89436",,11:00 AM - 04:00 PM,,ho30233031,false,true,,,,poll35689928
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",7100 Pyramid Hwy,,Sparks,NV,89436,11:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/26/16,424,"7100 Pyramid Hwy, Sparks, NV 89436",,11:00 AM - 06:00 PM,,ho30233031,false,true,,,,poll35689928
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",7100 Pyramid Hwy,,Sparks,NV,89436,11:00:00 - 07:00,16:00:00 - 07:00,10/30/16,10/30/16,425,"7100 Pyramid Hwy, Sparks, NV 89436",,11:00 AM - 04:00 PM,,ho30233031,false,true,,,,poll35689928
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",7100 Pyramid Hwy,,Sparks,NV,89436,11:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/3/16,426,"7100 Pyramid Hwy, Sparks, NV 89436",,11:00 AM - 06:00 PM,,ho30233031,false,true,,,,poll35689928
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",1125 12th St,,Sparks,NV,89431,11:00:00 - 07:00,16:00:00 - 07:00,10/22/16,10/22/16,427,"1125 12th St, Sparks, NV 89431",,11:00 AM - 04:00 PM,,ho63056105,false,true,,,,poll21900287
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",5055 Sun Valley Blvd #100,,Sun Valley,NV,89433,10:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,428,"5055 Sun Valley Blvd #100, Sun Valley, NV 89433",,10:00 AM - 06:00 PM,,ho9674698,false,true,,,,poll40702135
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",5055 Sun Valley Blvd #100,,Sun Valley,NV,89433,10:00:00 - 07:00,18:00:00 - 07:00,10/29/16,10/29/16,429,"5055 Sun Valley Blvd #100, Sun Valley, NV 89433",,10:00 AM - 06:00 PM,,ho9674698,false,true,,,,poll40702135
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",5055 Sun Valley Blvd #100,,Sun Valley,NV,89433,11:00:00 - 07:00,16:00:00 - 07:00,10/30/16,10/30/16,430,"5055 Sun Valley Blvd #100, Sun Valley, NV 89433",,11:00 AM - 04:00 PM,,ho9674698,false,true,,,,poll40702135
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",5055 Sun Valley Blvd #100,,Sun Valley,NV,89433,10:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/2/16,431,"5055 Sun Valley Blvd #100, Sun Valley, NV 89433",,10:00 AM - 06:00 PM,,ho9674698,false,true,,,,poll40702135
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",5055 Sun Valley Blvd #100,,Sun Valley,NV,89433,09:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/4/16,432,"5055 Sun Valley Blvd #100, Sun Valley, NV 89433",,09:00 AM - 07:00 PM,,ho9674698,false,true,,,,poll40702135
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",1664 N Virginia St,,Reno,NV,89557,11:00:00 - 07:00,16:00:00 - 07:00,10/23/16,10/23/16,433,"1664 N Virginia St, Reno, NV 89557",,11:00 AM - 04:00 PM,,ho25622645,false,true,,,,poll92947695
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",1664 N Virginia St,,Reno,NV,89557,10:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,434,"1664 N Virginia St, Reno, NV 89557",,10:00 AM - 06:00 PM,,ho25622645,false,true,,,,poll92947695
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",1664 N Virginia St,,Reno,NV,89557,11:00:00 - 07:00,16:00:00 - 07:00,10/29/16,10/30/16,435,"1664 N Virginia St, Reno, NV 89557",,11:00 AM - 04:00 PM,,ho25622645,false,true,,,,poll92947695
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",1664 N Virginia St,,Reno,NV,89557,10:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/4/16,436,"1664 N Virginia St, Reno, NV 89557",,10:00 AM - 06:00 PM,,ho25622645,false,true,,,,poll92947695
White Pine County,ocd-division/country:us/state:nv/county:white_pine,White Pine County NV,http://www.whitepinecounty.net/index.aspx?nid=138,(775) 293-6509,wpclerk@whitepinecountynv.gov,"801 Clark Street, Suite 4",,Ely,NV,89301-1994,10:00:00 - 07:00,14:00:00 - 07:00,10/22/16,10/22/16,437,"801 Clark Street, Suite 4, Ely, NV 89301",,10:00 AM - 02:00 PM,,ho71418817,false,true,,,,poll35070810
White Pine County,ocd-division/country:us/state:nv/county:white_pine,White Pine County NV,http://www.whitepinecounty.net/index.aspx?nid=138,(775) 293-6509,wpclerk@whitepinecountynv.gov,"801 Clark Street, Suite 4",,Ely,NV,89301-1994,08:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,438,"801 Clark Street, Suite 4, Ely, NV 89301",,08:00 AM - 06:00 PM,,ho71418817,false,true,,,,poll35070810
White Pine County,ocd-division/country:us/state:nv/county:white_pine,White Pine County NV,http://www.whitepinecounty.net/index.aspx?nid=138,(775) 293-6509,wpclerk@whitepinecountynv.gov,"801 Clark Street, Suite 4",,Ely,NV,89301-1994,10:00:00 - 07:00,14:00:00 - 07:00,10/29/16,10/29/16,439,"801 Clark Street, Suite 4, Ely, NV 89301",,10:00 AM - 02:00 PM,,ho71418817,false,true,,,,poll35070810
White Pine County,ocd-division/country:us/state:nv/county:white_pine,White Pine County NV,http://www.whitepinecounty.net/index.aspx?nid=138,(775) 293-6509,wpclerk@whitepinecountynv.gov,"801 Clark Street, Suite 4",,Ely,NV,89301-1994,08:00:00 - 07:00,20:00:00 - 07:00,10/31/16,11/4/16,440,"801 Clark Street, Suite 4, Ely, NV 89301",,08:00 AM - 08:00 PM,,ho71418817,false,true,,,,poll35070810
