office-name,official-title,ocd-division,homepage-url,phone,email,Preceinct (if noted),Location Name,street,directions,city,state,zip,start_time,end_time,
Mcnairy County,County Election Commission,ocd-division/country:us/state:tn/county:mcnairy,,(731) 645-6432,joanie@mcnairyelection.com,18,Rose Creek Fire Station,39 Curtis Hill Church Rd,,Selmer,TN,38375,,,
Mcnairy County,County Election Commission,ocd-division/country:us/state:tn/county:mcnairy,,(731) 645-6432,joanie@mcnairyelection.com,20,Stantonville Community Ctr,127 Michie Pebble Hill Rd,,Stantonville,TN,38379,,,
Meigs County,County Election Commission,ocd-division/country:us/state:tn/county:meigs,http://meigstnelections.com/,(423) 334-5866,meigscoelect@gmail.com,01-01,Eastview Community Center,297 Blythe Ferry Lane,,Georgetown,TN,37336,,,
Meigs County,County Election Commission,ocd-division/country:us/state:tn/county:meigs,http://meigstnelections.com/,(423) 334-5866,meigscoelect@gmail.com,02-01,Meigs South Elementary School,2938 St ate Highway 58 N,,Decatur,TN,37332,,,
Meigs County,County Election Commission,ocd-division/country:us/state:tn/county:meigs,http://meigstnelections.com/,(423) 334-5866,meigscoelect@gmail.com,03-01,Decatur Municipal Bldg,116 N. Main St.,,Decatur,TN,37332,,,
Meigs County,County Election Commission,ocd-division/country:us/state:tn/county:meigs,http://meigstnelections.com/,(423) 334-5866,meigscoelect@gmail.com,03-02,Meigs County Courthouse,17214 State Highway 58 N,,Decatur,TN,37332,,,
Meigs County,County Election Commission,ocd-division/country:us/state:tn/county:meigs,http://meigstnelections.com/,(423) 334-5866,meigscoelect@gmail.com,03-02,Meigs North Elementary School,22015 State Highway 58 N. ,,Decatur,TN,37332,,,
Meigs County,County Election Commission,ocd-division/country:us/state:tn/county:meigs,http://meigstnelections.com/,(423) 334-5866,meigscoelect@gmail.com,05-01,Ten Mile Community Center,283 Euchee Rd.,,Ten Mile,TN,37880,,,
Monroe County,County Election Commission,ocd-division/country:us/state:tn/county:monroe,http://monroecountyelectioncommission.com/,(423) 442-2461,james.brown@monroetn.com,1,,414 S High St,,Sweetwater,TN,37874,,,
Monroe County,County Election Commission,ocd-division/country:us/state:tn/county:monroe,http://monroecountyelectioncommission.com/,(423) 442-2461,james.brown@monroetn.com,2,,401 Broad St,,Sweetwater,TN,37874,,,
Monroe County,County Election Commission,ocd-division/country:us/state:tn/county:monroe,http://monroecountyelectioncommission.com/,(423) 442-2461,james.brown@monroetn.com,3,,500 TN-322,,Sweetwater,TN,37874,,,
Monroe County,County Election Commission,ocd-division/country:us/state:tn/county:monroe,http://monroecountyelectioncommission.com/,(423) 442-2461,james.brown@monroetn.com,4,,1134 US-411,,Vonore,TN,37885,,,
Monroe County,County Election Commission,ocd-division/country:us/state:tn/county:monroe,http://monroecountyelectioncommission.com/,(423) 442-2461,james.brown@monroetn.com,5,,401 Main St,,Madisonville,TN,37354,,,
Monroe County,County Election Commission,ocd-division/country:us/state:tn/county:monroe,http://monroecountyelectioncommission.com/,(423) 442-2461,james.brown@monroetn.com,6,,268 Warren St,,Madisonville,TN,37354,,,
Monroe County,County Election Commission,ocd-division/country:us/state:tn/county:monroe,http://monroecountyelectioncommission.com/,(423) 442-2461,james.brown@monroetn.com,7,,3128 US-411,,Madisonville,TN,37354,,,
Monroe County,County Election Commission,ocd-division/country:us/state:tn/county:monroe,http://monroecountyelectioncommission.com/,(423) 442-2461,james.brown@monroetn.com,8,,616 Church St,,Vonore,TN,37885,,,
Monroe County,County Election Commission,ocd-division/country:us/state:tn/county:monroe,http://monroecountyelectioncommission.com/,(423) 442-2461,james.brown@monroetn.com,9,,106 Community Center Road,,Madisonville,TN,37885,,,
Monroe County,County Election Commission,ocd-division/country:us/state:tn/county:monroe,http://monroecountyelectioncommission.com/,(423) 442-2461,james.brown@monroetn.com,10,,395 Daugherty Spring Rd,,Tellico Plains,TN,37385,,,
Monroe County,County Election Commission,ocd-division/country:us/state:tn/county:monroe,http://monroecountyelectioncommission.com/,(423) 442-2461,james.brown@monroetn.com,11,,136 Bank St,,Tellico Plains,TN,37385,,,
Monroe County,County Election Commission,ocd-division/country:us/state:tn/county:monroe,http://monroecountyelectioncommission.com/,(423) 442-2461,james.brown@monroetn.com,12,,130 Ruritan Rd,,Tellico Plains,TN,37385,,,
Monroe County,County Election Commission,ocd-division/country:us/state:tn/county:monroe,http://monroecountyelectioncommission.com/,(423) 442-2461,james.brown@monroetn.com,14,,133 Ballplay School Rd,,Tellico Plains,TN,37385,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,3,East Montgomery School,230 McAdoo Creek Road,,Clarksville,TN,37043,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,7,Woodlawn School,2250 Woodlawn Road,,Woodlawn,TN,37191,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,9,Outlaw Field Airport,200 Airport Rd,,Clarksville,TN,37042,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,10,Minglewood School,215 Cunningham Lane,,Clarksville,TN,37042,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,11,Northwest High School,800 Lafayette Rd,,Clarksville,TN,37042,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,12,Ringgold School,240 Ringgold Road,,Clarksville,TN,37042,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,13,Byrns-Darden School,405 Peachers Mill Road,,Clarksville,TN,37042,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,14,Glenellen School,825 Needmore Road,,Clarksville,TN,37040,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,15,Sango School,3585 Sango Rd,,Clarksville,TN,37043,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,16,New Providence Methodist Church,1317 Ft Campbell Boulevard,,Clarksville,TN,37042,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,17,Grace Nazarene Church,3135 Trenton Rd,,Clarksville,TN,37040,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,18,Hazelwood School,2623 Tiny Town Road,,Clarksville,TN,37042,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,19,Oakland School,1050 Cherry Blossom Lane,,Clarksville,TN,37040,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,01A,St Bethlehem School,2455 Wilma Rudolph Blvd,,Clarksville,TN,37040,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,01B,Emmanuel Family Life Center,303 Fairview Lane,,Clarksville,TN,37040,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,02A,St Bethlehem Methodist Church,2201 Old Russellville Pike,,Clarksville,TN,37040,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,02B,St. Bethlehem Christian Church,280 Dunbar Cave Rd,,Clarksville,TN,37043,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,04A,Montgomery Central Middle School,3941 Hwy 48,,Cunningham,TN,37052,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,04B,Wilma Rudolph Event Center,1190 Cumberland Drive,,Clarksville,TN,37040,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,05A,Smith School,740 Greenwood Avenue,,Clarksville,TN,37040,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,05B,Madison St Methodist Church,300 Commerce Street,,Clarksville,TN,37040,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,06A,Cumberland Heights School,2093 Ussery Rd S,,Clarksville,TN,37040,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,06B,Bethel Baptist Church,2301 Hwy 13,,Palmyra,TN,37142,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,08A,Bethel Methodist Church,3180 Ft Campbell Blvd,,Clarksville,TN,37042,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,08B,Barkers Mill School,1230 Little Bobcat Ln,,Clarksville,TN,37042,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,20A,Clarksville High School,151 Richview Road,,Clarksville,TN,37043,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,20B,Barksdale School,1920 Madison St,,Clarksville,TN,37043,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,21A,Cumberland Presbyterian Church,1410 Golf Club Lane,,Clarksville,TN,37040,,,
Montgomery County,County Election Commission,ocd-division/country:us/state:tn/county:montgomery,http://www.mcgtn.org/election,(931) 648-5707,vote@mcgtn.net,21B,Hilldale Methodist Church,1751 Madison St,,Clarksville,TN,37043,,,
Moore County,County Election Commission,ocd-division/country:us/state:tn/county:moore,,(931) 759-4532,moore.commission@tn.gov,1,Masonic Lodge,101 Main St.,,Lynchburg,TN,37352,,,
Moore County,County Election Commission,ocd-division/country:us/state:tn/county:moore,,(931) 759-4532,moore.commission@tn.gov,2,Moore County High School Commons Area,1502 Lynchburg Hwy,,Lynchburg,TN,37352,,,
Moore County,County Election Commission,ocd-division/country:us/state:tn/county:moore,,(931) 759-4532,moore.commission@tn.gov,3,Lower Level County Building,241 Main St,,Lynchburg,TN,37352,,,
Moore County,County Election Commission,ocd-division/country:us/state:tn/county:moore,,(931) 759-4532,moore.commission@tn.gov,4,Moore County Public Library,17 Lynchburg Hwy,,Lynchburg,TN,37352,,,
Moore County,County Election Commission,ocd-division/country:us/state:tn/county:moore,,(931) 759-4532,moore.commission@tn.gov,5,"Motlow College, Marcum Building Room 105",6015 Ledford Mill Road,,Lynchburg,TN,37352,,,
Morgan County,County Election Commission,ocd-division/country:us/state:tn/county:morgan,http://morganelections.com/,(423) 346-3190,election@highland.net,01-01,Coalfield Senior Citizens Bldg,1600 Coal Hill Rd.,,Harriman,TN,37748,,,
Morgan County,County Election Commission,ocd-division/country:us/state:tn/county:morgan,http://morganelections.com/,(423) 346-3190,election@highland.net,02-01,Oakdale High School,"225 Clifty St.,",,Oakdale,TN,37829,,,
Morgan County,County Election Commission,ocd-division/country:us/state:tn/county:morgan,http://morganelections.com/,(423) 346-3190,election@highland.net,02-02,Fellowship Baptist Church,1822 Morgan County Hwy,,Wartburg,TN,37887,,,
Morgan County,County Election Commission,ocd-division/country:us/state:tn/county:morgan,http://morganelections.com/,(423) 346-3190,election@highland.net,02-03,Oakdale Town Hall,204 Queen St,,Oakdale,TN,37829,,,
Morgan County,County Election Commission,ocd-division/country:us/state:tn/county:morgan,http://morganelections.com/,(423) 346-3190,election@highland.net,03-01,Wartburg Civic Center,1000 Howard St,,Wartburg,TN,37887,,,
Morgan County,County Election Commission,ocd-division/country:us/state:tn/county:morgan,http://morganelections.com/,(423) 346-3190,election@highland.net,04-01,Faith Missionary Baptist Church,109 Pemberton St,,Lancing,TN,37770,,,
Morgan County,County Election Commission,ocd-division/country:us/state:tn/county:morgan,http://morganelections.com/,(423) 346-3190,election@highland.net,04-02,Abner-Ross Center,110 Corrine Ave,,Deer Lodge,TN,37726,,,
Morgan County,County Election Commission,ocd-division/country:us/state:tn/county:morgan,http://morganelections.com/,(423) 346-3190,election@highland.net,04-03,Chestnut Ridge Fire Dept,4744 Nashville Hwy.,,Deer Lodge,TN,37726,,,
Morgan County,County Election Commission,ocd-division/country:us/state:tn/county:morgan,http://morganelections.com/,(423) 346-3190,election@highland.net,05-01,Sunbright City Hall,120 Melton Dr.,,Sunbright,TN,37872,,,
Morgan County,County Election Commission,ocd-division/country:us/state:tn/county:morgan,http://morganelections.com/,(423) 346-3190,election@highland.net,05-02,Faith in Grace Missionary Church-,388 Peters Ford Rd.,,Sunbright,TN,37872,,,
Morgan County,County Election Commission,ocd-division/country:us/state:tn/county:morgan,http://morganelections.com/,(423) 346-3190,election@highland.net,06-01,Union Baptist Church,3615 Knoxville Hwy.,,Wartburg,TN,37887,,,
Morgan County,County Election Commission,ocd-division/country:us/state:tn/county:morgan,http://morganelections.com/,(423) 346-3190,election@highland.net,06-02,Petros Seniors Bldg,"1007 Back Petros Rd.,",,Oliver Springs,TN,37840,,,
Obion County,County Election Commission,ocd-division/country:us/state:tn/county:obion,http://www.obioncountyelection.com/,(731) 885-1901,lschlager@obioncountyelection.com,01-01,South Fulton City Hall,700 Milton Counce Rd,,South Fulton,TN,38257,,,confirmed on website
Obion County,County Election Commission,ocd-division/country:us/state:tn/county:obion,http://www.obioncountyelection.com/,(731) 885-1901,lschlager@obioncountyelection.com,02-01,Eddie Cox Senior Center,622 S Depot St.,,Union City,TN,38261,,,confirmed on website
Obion County,County Election Commission,ocd-division/country:us/state:tn/county:obion,http://www.obioncountyelection.com/,(731) 885-1901,lschlager@obioncountyelection.com,02-04,Woodland Community Center,201 Cannon Moore Dr.,,Woodland Mills,TN,38271,,,confirmed on website
Obion County,County Election Commission,ocd-division/country:us/state:tn/county:obion,http://www.obioncountyelection.com/,(731) 885-1901,lschlager@obioncountyelection.com,03-02,Kenton Gym,210 W College St,,Kenton,TN,38233,,,confirmed on website
Obion County,County Election Commission,ocd-division/country:us/state:tn/county:obion,http://www.obioncountyelection.com/,(731) 885-1901,lschlager@obioncountyelection.com,03-04,Rives Fire Station,3466 E Cross St,,Rives,TN,38253,,,confirmed on website
